5,2,30,19,54,
15,17,83,51,141,
25,19,136,80,191,
35,32,220,115,247,
45,31,218,152,246,
55,32,285,162,283,
65,23,285,159,210,
75,15,271,143,175,
85,8,216,146,180,
95,5,181,144,189,
105,4,216,121,167,
115,11,254,87,178,
125,12,260,78,169,
135,13,247,93,167,
145,10,151,74,171,
155,9,116,64,155,
165,10,80,32,92,
175,2,35,11,19,
