5,15,6,29,13,51,114,131,
15,36,10,81,53,112,395,349,
25,58,31,108,53,192,639,317,
35,76,50,100,71,291,627,374,
45,56,32,65,72,347,591,369,
55,36,14,58,48,290,571,381,
65,17,9,40,43,310,561,397,
75,12,14,28,46,255,574,365,
85,7,3,20,32,222,565,327,
95,7,1,19,15,153,533,292,
105,8,5,30,27,150,506,271,
115,7,2,34,27,108,424,248,
125,5,1,47,38,106,331,223,
135,2,10,38,59,113,213,164,
145,5,2,33,56,123,152,115,
155,8,6,15,26,120,91,78,
165,10,1,15,23,96,63,47,
175,1,1,9,11,47,13,7,
